customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
44,1,Marie,Turner,marie.turner@sakilacustomer.org,48,1,14-02-2006 22.04,15-02-2006 4.57
45,1,Janet,Phillips,janet.phillips@sakilacustomer.org,49,1,14-02-2006 22.04,15-02-2006 4.57
46,2,Catherine,Campbell,catherine.campbell@sakilacustomer.org,50,1,14-02-2006 22.04,15-02-2006 4.57
47,1,Frances,Parker,frances.parker@sakilacustomer.org,51,1,14-02-2006 22.04,15-02-2006 4.57
48,1,Ann,Evans,ann.evans@sakilacustomer.org,52,1,14-02-2006 22.04,15-02-2006 4.57
49,2,Joyce,Edwards,joyce.edwards@sakilacustomer.org,53,1,14-02-2006 22.04,15-02-2006 4.57
50,1,Diane,Collins,diane.collins@sakilacustomer.org,54,1,14-02-2006 22.04,15-02-2006 4.57
51,1,Alice,Stewart,alice.stewart@sakilacustomer.org,55,1,14-02-2006 22.04,15-02-2006 4.57
52,1,Julie,Sanchez,julie.sanchez@sakilacustomer.org,56,1,14-02-2006 22.04,15-02-2006 4.57
53,1,Heather,Morris,heather.morris@sakilacustomer.org,57,1,14-02-2006 22.04,15-02-2006 4.57
54,1,Teresa,Rogers,teresa.rogers@sakilacustomer.org,58,1,14-02-2006 22.04,15-02-2006 4.57
55,2,Doris,Reed,doris.reed@sakilacustomer.org,59,1,14-02-2006 22.04,15-02-2006 4.57
56,1,Gloria,Cook,gloria.cook@sakilacustomer.org,60,1,14-02-2006 22.04,15-02-2006 4.57
57,2,Evelyn,Morgan,evelyn.morgan@sakilacustomer.org,61,1,14-02-2006 22.04,15-02-2006 4.57
58,1,Jean,Bell,jean.bell@sakilacustomer.org,62,1,14-02-2006 22.04,15-02-2006 4.57
59,1,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,63,1,14-02-2006 22.04,15-02-2006 4.57
60,1,Mildred,Bailey,mildred.bailey@sakilacustomer.org,64,1,14-02-2006 22.04,15-02-2006 4.57
61,2,Katherine,Rivera,katherine.rivera@sakilacustomer.org,65,1,14-02-2006 22.04,15-02-2006 4.57
62,1,Joan,Cooper,joan.cooper@sakilacustomer.org,66,1,14-02-2006 22.04,15-02-2006 4.57
63,1,Ashley,Richardson,ashley.richardson@sakilacustomer.org,67,1,14-02-2006 22.04,15-02-2006 4.57
64,2,Judith,Cox,judith.cox@sakilacustomer.org,68,0,14-02-2006 22.04,15-02-2006 4.57
65,2,Rose,Howard,rose.howard@sakilacustomer.org,69,1,14-02-2006 22.04,15-02-2006 4.57
66,2,Janice,Ward,janice.ward@sakilacustomer.org,70,1,14-02-2006 22.04,15-02-2006 4.57
67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,71,1,14-02-2006 22.04,15-02-2006 4.57
68,1,Nicole,Peterson,nicole.peterson@sakilacustomer.org,72,1,14-02-2006 22.04,15-02-2006 4.57
69,2,Judy,Gray,judy.gray@sakilacustomer.org,73,1,14-02-2006 22.04,15-02-2006 4.57
70,2,Christina,Ramirez,christina.ramirez@sakilacustomer.org,74,1,14-02-2006 22.04,15-02-2006 4.57
71,1,Kathy,James,kathy.james@sakilacustomer.org,75,1,14-02-2006 22.04,15-02-2006 4.57
72,2,Theresa,Watson,theresa.watson@sakilacustomer.org,76,1,14-02-2006 22.04,15-02-2006 4.57
73,2,Beverly,Brooks,beverly.brooks@sakilacustomer.org,77,1,14-02-2006 22.04,15-02-2006 4.57
74,1,Denise,Kelly,denise.kelly@sakilacustomer.org,78,1,14-02-2006 22.04,15-02-2006 4.57
75,2,Tammy,Sanders,tammy.sanders@sakilacustomer.org,79,1,14-02-2006 22.04,15-02-2006 4.57
76,2,Irene,Price,irene.price@sakilacustomer.org,80,1,14-02-2006 22.04,15-02-2006 4.57
77,2,Jane,Bennett,jane.bennett@sakilacustomer.org,81,1,14-02-2006 22.04,15-02-2006 4.57
78,1,Lori,Wood,lori.wood@sakilacustomer.org,82,1,14-02-2006 22.04,15-02-2006 4.57
79,1,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83,1,14-02-2006 22.04,15-02-2006 4.57
80,1,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84,1,14-02-2006 22.04,15-02-2006 4.57
81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85,1,14-02-2006 22.04,15-02-2006 4.57
82,1,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86,1,14-02-2006 22.04,15-02-2006 4.57
83,1,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87,1,14-02-2006 22.04,15-02-2006 4.57
84,2,Sara,Perry,sara.perry@sakilacustomer.org,88,1,14-02-2006 22.04,15-02-2006 4.57
85,2,Anne,Powell,anne.powell@sakilacustomer.org,89,1,14-02-2006 22.04,15-02-2006 4.57
86,2,Jacqueline,Long,jacqueline.long@sakilacustomer.org,90,1,14-02-2006 22.04,15-02-2006 4.57
87,1,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91,1,14-02-2006 22.04,15-02-2006 4.57
88,2,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,92,1,14-02-2006 22.04,15-02-2006 4.57
89,1,Julia,Flores,julia.flores@sakilacustomer.org,93,1,14-02-2006 22.04,15-02-2006 4.57
90,2,Ruby,Washington,ruby.washington@sakilacustomer.org,94,1,14-02-2006 22.04,15-02-2006 4.57
91,2,Lois,Butler,lois.butler@sakilacustomer.org,95,1,14-02-2006 22.04,15-02-2006 4.57
92,2,Tina,Simmons,tina.simmons@sakilacustomer.org,96,1,14-02-2006 22.04,15-02-2006 4.57
93,1,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97,1,14-02-2006 22.04,15-02-2006 4.57
94,1,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98,1,14-02-2006 22.04,15-02-2006 4.57
95,2,Paula,Bryant,paula.bryant@sakilacustomer.org,99,1,14-02-2006 22.04,15-02-2006 4.57
96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,100,1,14-02-2006 22.04,15-02-2006 4.57
97,2,Annie,Russell,annie.russell@sakilacustomer.org,101,1,14-02-2006 22.04,15-02-2006 4.57
98,1,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102,1,14-02-2006 22.04,15-02-2006 4.57
99,2,Emily,Diaz,emily.diaz@sakilacustomer.org,103,1,14-02-2006 22.04,15-02-2006 4.57
100,1,Robin,Hayes,robin.hayes@sakilacustomer.org,104,1,14-02-2006 22.04,15-02-2006 4.57
101,1,Peggy,Myers,peggy.myers@sakilacustomer.org,105,1,14-02-2006 22.04,15-02-2006 4.57
102,1,Crystal,Ford,crystal.ford@sakilacustomer.org,106,1,14-02-2006 22.04,15-02-2006 4.57
103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107,1,14-02-2006 22.04,15-02-2006 4.57
104,1,Rita,Graham,rita.graham@sakilacustomer.org,108,1,14-02-2006 22.04,15-02-2006 4.57
105,1,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,109,1,14-02-2006 22.04,15-02-2006 4.57
106,1,Connie,Wallace,connie.wallace@sakilacustomer.org,110,1,14-02-2006 22.04,15-02-2006 4.57
107,1,Florence,Woods,florence.woods@sakilacustomer.org,111,1,14-02-2006 22.04,15-02-2006 4.57
108,1,Tracy,Cole,tracy.cole@sakilacustomer.org,112,1,14-02-2006 22.04,15-02-2006 4.57
109,2,Edna,West,edna.west@sakilacustomer.org,113,1,14-02-2006 22.04,15-02-2006 4.57
110,2,Tiffany,Jordan,tiffany.jordan@sakilacustomer.org,114,1,14-02-2006 22.04,15-02-2006 4.57
111,1,Carmen,Owens,carmen.owens@sakilacustomer.org,115,1,14-02-2006 22.04,15-02-2006 4.57
112,2,Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,116,1,14-02-2006 22.04,15-02-2006 4.57
113,2,Cindy,Fisher,cindy.fisher@sakilacustomer.org,117,1,14-02-2006 22.04,15-02-2006 4.57
114,2,Grace,Ellis,grace.ellis@sakilacustomer.org,118,1,14-02-2006 22.04,15-02-2006 4.57
115,1,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119,1,14-02-2006 22.04,15-02-2006 4.57
116,1,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120,1,14-02-2006 22.04,15-02-2006 4.57
117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121,1,14-02-2006 22.04,15-02-2006 4.57
118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,122,1,14-02-2006 22.04,15-02-2006 4.57
119,1,Sherry,Marshall,sherry.marshall@sakilacustomer.org,123,1,14-02-2006 22.04,15-02-2006 4.57
120,2,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,124,1,14-02-2006 22.04,15-02-2006 4.57
121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125,1,14-02-2006 22.04,15-02-2006 4.57
122,1,Thelma,Murray,thelma.murray@sakilacustomer.org,126,1,14-02-2006 22.04,15-02-2006 4.57
123,2,Shannon,Freeman,shannon.freeman@sakilacustomer.org,127,1,14-02-2006 22.04,15-02-2006 4.57
124,1,Sheila,Wells,sheila.wells@sakilacustomer.org,128,0,14-02-2006 22.04,15-02-2006 4.57
125,1,Ethel,Webb,ethel.webb@sakilacustomer.org,129,1,14-02-2006 22.04,15-02-2006 4.57
126,1,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130,1,14-02-2006 22.04,15-02-2006 4.57
127,2,Elaine,Stevens,elaine.stevens@sakilacustomer.org,131,1,14-02-2006 22.04,15-02-2006 4.57
128,1,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132,1,14-02-2006 22.04,15-02-2006 4.57
129,1,Carrie,Porter,carrie.porter@sakilacustomer.org,133,1,14-02-2006 22.04,15-02-2006 4.57
130,1,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134,1,14-02-2006 22.04,15-02-2006 4.57
131,2,Monica,Hicks,monica.hicks@sakilacustomer.org,135,1,14-02-2006 22.04,15-02-2006 4.57
132,2,Esther,Crawford,esther.crawford@sakilacustomer.org,136,1,14-02-2006 22.04,15-02-2006 4.57
133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,137,1,14-02-2006 22.04,15-02-2006 4.57
134,1,Emma,Boyd,emma.boyd@sakilacustomer.org,138,1,14-02-2006 22.04,15-02-2006 4.57
135,2,Juanita,Mason,juanita.mason@sakilacustomer.org,139,1,14-02-2006 22.04,15-02-2006 4.57
136,2,Anita,Morales,anita.morales@sakilacustomer.org,140,1,14-02-2006 22.04,15-02-2006 4.57
137,2,Rhonda,Kennedy,rhonda.kennedy@sakilacustomer.org,141,1,14-02-2006 22.04,15-02-2006 4.57
138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,142,1,14-02-2006 22.04,15-02-2006 4.57
139,1,Amber,Dixon,amber.dixon@sakilacustomer.org,143,1,14-02-2006 22.04,15-02-2006 4.57
140,1,Eva,Ramos,eva.ramos@sakilacustomer.org,144,1,14-02-2006 22.04,15-02-2006 4.57
141,1,Debbie,Reyes,debbie.reyes@sakilacustomer.org,145,1,14-02-2006 22.04,15-02-2006 4.57
142,1,April,Burns,april.burns@sakilacustomer.org,146,1,14-02-2006 22.04,15-02-2006 4.57
143,1,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147,1,14-02-2006 22.04,15-02-2006 4.57
144,1,Clara,Shaw,clara.shaw@sakilacustomer.org,148,1,14-02-2006 22.04,15-02-2006 4.57
145,1,Lucille,Holmes,lucille.holmes@sakilacustomer.org,149,1,14-02-2006 22.04,15-02-2006 4.57
146,1,Jamie,Rice,jamie.rice@sakilacustomer.org,150,1,14-02-2006 22.04,15-02-2006 4.57
147,2,Joanne,Robertson,joanne.robertson@sakilacustomer.org,151,1,14-02-2006 22.04,15-02-2006 4.57
148,1,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152,1,14-02-2006 22.04,15-02-2006 4.57
149,1,Valerie,Black,valerie.black@sakilacustomer.org,153,1,14-02-2006 22.04,15-02-2006 4.57
150,2,Danielle,Daniels,danielle.daniels@sakilacustomer.org,154,1,14-02-2006 22.04,15-02-2006 4.57
151,2,Megan,Palmer,megan.palmer@sakilacustomer.org,155,1,14-02-2006 22.04,15-02-2006 4.57
152,1,Alicia,Mills,alicia.mills@sakilacustomer.org,156,1,14-02-2006 22.04,15-02-2006 4.57
153,2,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,157,1,14-02-2006 22.04,15-02-2006 4.57
154,2,Michele,Grant,michele.grant@sakilacustomer.org,158,1,14-02-2006 22.04,15-02-2006 4.57
155,1,Gail,Knight,gail.knight@sakilacustomer.org,159,1,14-02-2006 22.04,15-02-2006 4.57
156,1,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,160,1,14-02-2006 22.04,15-02-2006 4.57
157,2,Darlene,Rose,darlene.rose@sakilacustomer.org,161,1,14-02-2006 22.04,15-02-2006 4.57
158,1,Veronica,Stone,veronica.stone@sakilacustomer.org,162,1,14-02-2006 22.04,15-02-2006 4.57
159,1,Jill,Hawkins,jill.hawkins@sakilacustomer.org,163,1,14-02-2006 22.04,15-02-2006 4.57
160,2,Erin,Dunn,erin.dunn@sakilacustomer.org,164,1,14-02-2006 22.04,15-02-2006 4.57
161,1,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,165,1,14-02-2006 22.04,15-02-2006 4.57
162,2,Lauren,Hudson,lauren.hudson@sakilacustomer.org,166,1,14-02-2006 22.04,15-02-2006 4.57
163,1,Cathy,Spencer,cathy.spencer@sakilacustomer.org,167,1,14-02-2006 22.04,15-02-2006 4.57
164,2,Joann,Gardner,joann.gardner@sakilacustomer.org,168,1,14-02-2006 22.04,15-02-2006 4.57
165,2,Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,169,1,14-02-2006 22.04,15-02-2006 4.57
166,1,Lynn,Payne,lynn.payne@sakilacustomer.org,170,1,14-02-2006 22.04,15-02-2006 4.57
167,2,Sally,Pierce,sally.pierce@sakilacustomer.org,171,1,14-02-2006 22.04,15-02-2006 4.57
168,1,Regina,Berry,regina.berry@sakilacustomer.org,172,1,14-02-2006 22.04,15-02-2006 4.57
169,2,Erica,Matthews,erica.matthews@sakilacustomer.org,173,0,14-02-2006 22.04,15-02-2006 4.57
170,1,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,174,1,14-02-2006 22.04,15-02-2006 4.57
171,2,Dolores,Wagner,dolores.wagner@sakilacustomer.org,175,1,14-02-2006 22.04,15-02-2006 4.57
172,1,Bernice,Willis,bernice.willis@sakilacustomer.org,176,1,14-02-2006 22.04,15-02-2006 4.57
173,1,Audrey,Ray,audrey.ray@sakilacustomer.org,177,1,14-02-2006 22.04,15-02-2006 4.57
174,2,Yvonne,Watkins,yvonne.watkins@sakilacustomer.org,178,1,14-02-2006 22.04,15-02-2006 4.57
175,1,Annette,Olson,annette.olson@sakilacustomer.org,179,1,14-02-2006 22.04,15-02-2006 4.57
176,1,June,Carroll,june.carroll@sakilacustomer.org,180,1,14-02-2006 22.04,15-02-2006 4.57
177,2,Samantha,Duncan,samantha.duncan@sakilacustomer.org,181,1,14-02-2006 22.04,15-02-2006 4.57
178,2,Marion,Snyder,marion.snyder@sakilacustomer.org,182,1,14-02-2006 22.04,15-02-2006 4.57
179,1,Dana,Hart,dana.hart@sakilacustomer.org,183,1,14-02-2006 22.04,15-02-2006 4.57
180,2,Stacy,Cunningham,stacy.cunningham@sakilacustomer.org,184,1,14-02-2006 22.04,15-02-2006 4.57
181,2,Ana,Bradley,ana.bradley@sakilacustomer.org,185,1,14-02-2006 22.04,15-02-2006 4.57
182,1,Renee,Lane,renee.lane@sakilacustomer.org,186,1,14-02-2006 22.04,15-02-2006 4.57
183,2,Ida,Andrews,ida.andrews@sakilacustomer.org,187,1,14-02-2006 22.04,15-02-2006 4.57
184,1,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,188,1,14-02-2006 22.04,15-02-2006 4.57
185,1,Roberta,Harper,roberta.harper@sakilacustomer.org,189,1,14-02-2006 22.04,15-02-2006 4.57
186,2,Holly,Fox,holly.fox@sakilacustomer.org,190,1,14-02-2006 22.04,15-02-2006 4.57
187,2,Brittany,Riley,brittany.riley@sakilacustomer.org,191,1,14-02-2006 22.04,15-02-2006 4.57
188,1,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,192,1,14-02-2006 22.04,15-02-2006 4.57
189,1,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,193,1,14-02-2006 22.04,15-02-2006 4.57
190,2,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,194,1,14-02-2006 22.04,15-02-2006 4.57
191,1,Jeanette,Greene,jeanette.greene@sakilacustomer.org,195,1,14-02-2006 22.04,15-02-2006 4.57
192,1,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196,1,14-02-2006 22.04,15-02-2006 4.57
193,2,Katie,Elliott,katie.elliott@sakilacustomer.org,197,1,14-02-2006 22.04,15-02-2006 4.57
194,2,Kristen,Chavez,kristen.chavez@sakilacustomer.org,198,1,14-02-2006 22.04,15-02-2006 4.57
195,1,Vanessa,Sims,vanessa.sims@sakilacustomer.org,199,1,14-02-2006 22.04,15-02-2006 4.57
196,1,Alma,Austin,alma.austin@sakilacustomer.org,200,1,14-02-2006 22.04,15-02-2006 4.57
197,2,Sue,Peters,sue.peters@sakilacustomer.org,201,1,14-02-2006 22.04,15-02-2006 4.57
198,2,Elsie,Kelley,elsie.kelley@sakilacustomer.org,202,1,14-02-2006 22.04,15-02-2006 4.57
199,2,Beth,Franklin,beth.franklin@sakilacustomer.org,203,1,14-02-2006 22.04,15-02-2006 4.57
200,2,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,204,1,14-02-2006 22.04,15-02-2006 4.57
201,1,Vicki,Fields,vicki.fields@sakilacustomer.org,205,1,14-02-2006 22.04,15-02-2006 4.57
202,2,Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,206,1,14-02-2006 22.04,15-02-2006 4.57
203,1,Tara,Ryan,tara.ryan@sakilacustomer.org,207,1,14-02-2006 22.04,15-02-2006 4.57
204,1,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,208,1,14-02-2006 22.04,15-02-2006 4.57
205,2,Eileen,Carr,eileen.carr@sakilacustomer.org,209,1,14-02-2006 22.04,15-02-2006 4.57
206,1,Terri,Vasquez,terri.vasquez@sakilacustomer.org,210,1,14-02-2006 22.04,15-02-2006 4.57
207,1,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,211,1,14-02-2006 22.04,15-02-2006 4.57
208,1,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212,1,14-02-2006 22.04,15-02-2006 4.57
209,2,Tonya,Chapman,tonya.chapman@sakilacustomer.org,213,1,14-02-2006 22.04,15-02-2006 4.57
210,2,Ella,Oliver,ella.oliver@sakilacustomer.org,214,1,14-02-2006 22.04,15-02-2006 4.57
211,1,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,215,1,14-02-2006 22.04,15-02-2006 4.57
212,2,Wilma,Richards,wilma.richards@sakilacustomer.org,216,1,14-02-2006 22.04,15-02-2006 4.57
213,1,Gina,Williamson,gina.williamson@sakilacustomer.org,217,1,14-02-2006 22.04,15-02-2006 4.57
214,1,Kristin,Johnston,kristin.johnston@sakilacustomer.org,218,1,14-02-2006 22.04,15-02-2006 4.57
215,2,Jessie,Banks,jessie.banks@sakilacustomer.org,219,1,14-02-2006 22.04,15-02-2006 4.57
216,1,Natalie,Meyer,natalie.meyer@sakilacustomer.org,220,1,14-02-2006 22.04,15-02-2006 4.57
217,2,Agnes,Bishop,agnes.bishop@sakilacustomer.org,221,1,14-02-2006 22.04,15-02-2006 4.57
218,1,Vera,Mccoy,vera.mccoy@sakilacustomer.org,222,1,14-02-2006 22.04,15-02-2006 4.57
219,2,Willie,Howell,willie.howell@sakilacustomer.org,223,1,14-02-2006 22.04,15-02-2006 4.57
220,2,Charlene,Alvarez,charlene.alvarez@sakilacustomer.org,224,1,14-02-2006 22.04,15-02-2006 4.57
221,1,Bessie,Morrison,bessie.morrison@sakilacustomer.org,225,1,14-02-2006 22.04,15-02-2006 4.57
222,2,Delores,Hansen,delores.hansen@sakilacustomer.org,226,1,14-02-2006 22.04,15-02-2006 4.57
223,1,Melinda,Fernandez,melinda.fernandez@sakilacustomer.org,227,1,14-02-2006 22.04,15-02-2006 4.57
224,2,Pearl,Garza,pearl.garza@sakilacustomer.org,228,1,14-02-2006 22.04,15-02-2006 4.57
225,1,Arlene,Harvey,arlene.harvey@sakilacustomer.org,229,1,14-02-2006 22.04,15-02-2006 4.57
226,2,Maureen,Little,maureen.little@sakilacustomer.org,230,1,14-02-2006 22.04,15-02-2006 4.57
227,1,Colleen,Burton,colleen.burton@sakilacustomer.org,231,1,14-02-2006 22.04,15-02-2006 4.57
228,2,Allison,Stanley,allison.stanley@sakilacustomer.org,232,1,14-02-2006 22.04,15-02-2006 4.57
229,1,Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,233,1,14-02-2006 22.04,15-02-2006 4.57
230,2,Joy,George,joy.george@sakilacustomer.org,234,1,14-02-2006 22.04,15-02-2006 4.57
231,1,Georgia,Jacobs,georgia.jacobs@sakilacustomer.org,235,1,14-02-2006 22.04,15-02-2006 4.57
232,2,Constance,Reid,constance.reid@sakilacustomer.org,236,1,14-02-2006 22.04,15-02-2006 4.57
233,2,Lillie,Kim,lillie.kim@sakilacustomer.org,237,1,14-02-2006 22.04,15-02-2006 4.57
234,1,Claudia,Fuller,claudia.fuller@sakilacustomer.org,238,1,14-02-2006 22.04,15-02-2006 4.57
235,1,Jackie,Lynch,jackie.lynch@sakilacustomer.org,239,1,14-02-2006 22.04,15-02-2006 4.57
236,1,Marcia,Dean,marcia.dean@sakilacustomer.org,240,1,14-02-2006 22.04,15-02-2006 4.57
237,1,Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,241,1,14-02-2006 22.04,15-02-2006 4.57
238,1,Nellie,Garrett,nellie.garrett@sakilacustomer.org,242,1,14-02-2006 22.04,15-02-2006 4.57
239,2,Minnie,Romero,minnie.romero@sakilacustomer.org,243,1,14-02-2006 22.04,15-02-2006 4.57
240,1,Marlene,Welch,marlene.welch@sakilacustomer.org,244,1,14-02-2006 22.04,15-02-2006 4.57
241,2,Heidi,Larson,heidi.larson@sakilacustomer.org,245,0,14-02-2006 22.04,15-02-2006 4.57
242,1,Glenda,Frazier,glenda.frazier@sakilacustomer.org,246,1,14-02-2006 22.04,15-02-2006 4.57
243,1,Lydia,Burke,lydia.burke@sakilacustomer.org,247,1,14-02-2006 22.04,15-02-2006 4.57
244,2,Viola,Hanson,viola.hanson@sakilacustomer.org,248,1,14-02-2006 22.04,15-02-2006 4.57
245,1,Courtney,Day,courtney.day@sakilacustomer.org,249,1,14-02-2006 22.04,15-02-2006 4.57
